Genre;Bibl;ContextBefore;Hit;ContextAfter;wh-Phrase;Sluice?;If no sluice: What is it then?;If sluice: embedding predicate;Number of embedding verb chunk;Merger/Sprouting;Negation;sentence length;POStagged hit;POStagged context_before;POStag wh-phrase;last verbal element before wh-phrase;embedding verb = last verbal element?;prediction
Gebrauchsliteratur;Schücking, Beate: Wir machen unsere Kinder krank, München: List 1971, S. 37;Der Mann gab ihr zu verstehen, sie müsse »etwas unternehmen«.;Aber sie wußte nicht wie und was.;Sie habe unter der »Verständnislosigkeit« des Mannes gelitten, der sie auch immer allein hätte spazierenlaufen lassen, als sie hochschwanger war.;was;y;;wissen;-1;m, bef;y, nicht;7;[['Aber', 'KON', 'aber'], ['sie', 'PPER', 'sie'], ['wußte', 'VVFIN', 'wissen'], ['nicht', 'PTKNEG', 'nicht'], ['wie', 'KOKOM', 'wie'], ['und', 'KON', 'und'], ['was', 'PWS', 'was'], ['.', '$.', '.']];[['Der', 'ART', 'die'], ['Mann', 'NN', 'Mann'], ['gab', 'VVFIN', 'geben'], ['ihr', 'PPER', 'ihr'], ['zu', 'PTKZU', 'zu'], ['verstehen', 'VVINF', 'verstehen'], [',', '$,', ','], ['sie', 'PPER', 'sie'], ['müsse', 'VMFIN', 'müssen'], ['»', 'ADJD', '<unknown>'], ['etwas', 'ADV', 'etwas'], ['unternehmen', 'VVFIN', 'unternehmen'], ['«', 'ADJD', '<unknown>'], ['.', '$.', '.']];PWS;wissen;y;
Gebrauchsliteratur;o. A.[Autorenkollektiv am Psychologischen Institut der Freien Universität Berlin]: Sozialistische Projektarbeit im Berliner Schülerladen Rote Freiheit. Frankfurt: Fischer Bücherei 1971, S. 345;Es hatte allerdings keiner eine Idee, was er darstellen solle (»ich mach 'n Haus «), und sie wurden richtig unwillig, als wir ein bißchen Ansprüche stellten.;Die Kinder wollen einfach irgend etwas schnitzen, ganz egal, was.;Insofern kann man diese Technik wahrscheinlich nicht als ein den Kindern adäquates Mittel zur Darstellung konkreter Inhalte ansehen und daher auch aus dem Dargestellten nur sehr begrenzt Schlüsse ziehen.;was;n;frozen expression;;;;n;10;[['Die', 'ART', 'die'], ['Kinder', 'NN', 'Kind'], ['wollen', 'VMFIN', 'wollen'], ['einfach', 'ADJD', 'einfach'], ['irgend', 'ADV', 'irgend'], ['etwas', 'PIS', 'etwas'], ['schnitzen', 'VVINF', 'schnitzen'], [',', '$,', ','], ['ganz', 'ADV', 'ganz'], ['egal', 'ADJD', 'egal'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['.', '$.', '.']];"[['Es', 'PPER', 'es'], ['hatte', 'VAFIN', 'haben'], ['allerdings', 'ADV', 'allerdings'], ['keiner', 'PIS', 'keine'], ['eine', 'ART', 'eine'], ['Idee', 'NN', 'Idee'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['er', 'PPER', 'er'], ['darstellen', 'VVINF', 'darstellen'], ['solle', 'VMFIN', 'sollen'], ['(', '$(', '('], ['»', 'NN', '<unknown>'], ['ich', 'PPER', 'ich'], ['mach', 'VVIMP', 'machen'], [""'"", '$(', ""'""], ['n', 'ADJA', '<unknown>'], ['Haus', 'NN', 'Haus'], ['«', 'ADJD', '<unknown>'], [')', '$(', ')'], [',', '$,', ','], ['und', 'KON', 'und'], ['sie', 'PPER', 'sie'], ['wurden', 'VAFIN', 'werden'], ['richtig', 'ADJD', 'richtig'], ['unwillig', 'ADJD', 'unwillig'], [',', '$,', ','], ['als', 'KOUS', 'als'], ['wir', 'PPER', 'wir'], ['ein', 'ART', 'eine'], ['bißchen', 'PIAT', 'bisschen'], ['Ansprüche', 'NN', 'Anspruch'], ['stellten', 'VVFIN', 'stellen'], ['.', '$.', '.']]";PRELS;schnitzen;NA;
Belletristik;Hilsenrath, Edgar: Der Nazi & der Friseur, Köln: Literar. Verl. Braun 1977, S. 134;Die Alte hatte irgendetwas mit mir vor.;Aber ich wußte nicht was.;Vielleicht wollte sie mir in der Nacht den Hals durchschneiden?;was;y;;wissen;-1;m, bef;y, nicht;5;[['Aber', 'KON', 'aber'], ['ich', 'PPER', 'ich'], ['wußte', 'VVFIN', 'wissen'], ['nicht', 'PTKNEG', 'nicht'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Die', 'ART', 'die'], ['Alte', 'NN', 'Alte'], ['hatte', 'VAFIN', 'haben'], ['irgendetwas', 'PIS', 'irgendetwas'], ['mit', 'APPR', 'mit'], ['mir', 'PPER', 'ich'], ['vor', 'PTKVZ', 'vor'], ['.', '$.', '.']];PIS;wissen;y;
Belletristik;Schuder, Rosemarie: Agrippa und Das Schiff der Zufriedenen, Berlin u. a.: Aufbau-Verl. 1987 [1977], S. 145;Der schwarze Hund läuft mit ihm ins astronomische Kabinett, bleibt dabei, wie Leporis, jetzt ein großes, staunendes Kind, die Uhr betrachtet, der Mund steht ihm ein wenig offen.;Er will etwas berechnen, hat aber vergessen, was.;Es strengt an.;was;y;;vergessen;-1;m;n;8;[['Er', 'PPER', 'er'], ['will', 'VMFIN', 'wollen'], ['etwas', 'PIS', 'etwas'], ['berechnen', 'VVINF', 'berechnen'], [',', '$,', ','], ['hat', 'VAFIN', 'haben'], ['aber', 'ADV', 'aber'], ['vergessen', 'VVPP', 'vergessen'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['.', '$.', '.']];[['Der', 'ART', 'die'], ['schwarze', 'ADJA', 'schwarz'], ['Hund', 'NN', 'Hund'], ['läuft', 'VVFIN', 'laufen'], ['mit', 'APPR', 'mit'], ['ihm', 'PPER', 'er'], ['ins', 'APPRART', 'in'], ['astronomische', 'ADJA', 'astronomisch'], ['Kabinett', 'NN', 'Kabinett'], [',', '$,', ','], ['bleibt', 'VVFIN', 'bleiben'], ['dabei', 'PAV', 'dabei'], [',', '$,', ','], ['wie', 'KOUS', 'wie'], ['Leporis', 'NE', '<unknown>'], [',', '$,', ','], ['jetzt', 'ADV', 'jetzt'], ['ein', 'ART', 'eine'], ['großes', 'ADJA', 'groß'], [',', '$,', ','], ['staunendes', 'ADJA', 'staunend'], ['Kind', 'NN', 'Kind'], [',', '$,', ','], ['die', 'ART', 'die'], ['Uhr', 'NN', 'Uhr'], ['betrachtet', 'VVPP', 'betrachten'], [',', '$,', ','], ['der', 'ART', 'die'], ['Mund', 'NN', 'Mund'], ['steht', 'VVFIN', 'stehen'], ['ihm', 'PPER', 'er'], ['ein', 'ART', 'eine'], ['wenig', 'PIS', 'wenige'], ['offen', 'ADJD', 'offen'], ['.', '$.', '.']];PRELS;vergessen;y;
Gebrauchsliteratur;Wilberg, Gerlinde M.: Zeit für uns, München: Frauenbuchverl. 1979, S. 89;Er und Margo redeten miteinander.;Ich konnte nicht hören was.;Das fand ich sehr verdächtig.;was;y;;hören;-1;s;y, nicht;5;[['Ich', 'PPER', 'ich'], ['konnte', 'VMFIN', 'können'], ['nicht', 'PTKNEG', 'nicht'], ['hören', 'VVFIN', 'hören'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Er', 'PPER', 'er'], ['und', 'KON', 'und'], ['Margo', 'NE', 'Margo'], ['redeten', 'VVFIN', 'reden'], ['miteinander', 'ADV', 'miteinander'], ['.', '$.', '.']];PIS;hören;y;
Belletristik;Merian, Svende: Der Tod des Märchenprinzen, Hamburg: Buntbuch-Verl. 1980 [1980], S. 43;Der kommt einfach hierher.;Bei ihm angekommen, essen wir erstmal was.;Er hat da sowas gemacht, mit Früchten und so... Quarkspeise.;was;n;indefinite pronoun;;;;n;7;[['Bei', 'APPR', 'bei'], ['ihm', 'PPER', 'er'], ['angekommen', 'VVPP', 'ankommen'], [',', '$,', ','], ['essen', 'VVFIN', 'essen'], ['wir', 'PPER', 'wir'], ['erstmal', 'ADV', 'erstmal'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Der', 'PDS', 'die'], ['kommt', 'VVFIN', 'kommen'], ['einfach', 'ADJD', 'einfach'], ['hierher', 'PTKVZ', 'hierher'], ['.', '$.', '.']];PIS;essen;NA;
Belletristik;Merian, Svende: Der Tod des Märchenprinzen, Hamburg: Buntbuch-Verl. 1980 [1980], S. 132;Was sie selbstbewußt und emannzipiert finden, diese Schweine.;"Auf Veranstaltungen ans Mikrofon geschubst werden, mit dem Spruch: ""Nun geh doch nach vorne und sag was.";"Emannzipier dich doch mal! """;was;n;indefinite pronoun;;;;n;17;"[['Auf', 'APPR', 'auf'], ['Veranstaltungen', 'NN', 'Veranstaltung'], ['ans', 'APPRART', 'ans'], ['Mikrofon', 'NN', 'Mikrofon'], ['geschubst', 'VVPP', 'schubsen'], ['werden', 'VAFIN', 'werden'], [',', '$,', ','], ['mit', 'APPR', 'mit'], ['dem', 'ART', 'die'], ['Spruch', 'NN', 'Spruch'], [':', '$.', ':'], ['""', '$(', '""'], ['Nun', 'KOUS', 'nun'], ['geh', 'VVIMP', 'gehen'], ['doch', 'ADV', 'doch'], ['nach', 'ADV', 'nach'], ['vorne', 'ADV', 'vorne'], ['und', 'KON', 'und'], ['sag', 'VVIMP', 'sagen'], ['was', 'PWS', 'was'], ['.', '$.', '.']]";[['Was', 'PWS', 'was'], ['sie', 'PPER', 'sie'], ['selbstbewußt', 'ADJD', 'selbstbewusst'], ['und', 'KON', 'und'], ['emannzipiert', 'ADJD', '<unknown>'], ['finden', 'VVFIN', 'finden'], [',', '$,', ','], ['diese', 'PDAT', 'dies'], ['Schweine', 'NN', 'Schwein'], ['.', '$.', '.']];PWS;sagen;NA;
Belletristik;Merian, Svende: Der Tod des Märchenprinzen, Hamburg: Buntbuch-Verl. 1980 [1980], S. 198;Ich hab keine Lust mehr.;"Und vielleicht ""ergibt sich"" ja auch von alleine was.";"Ich meine... - ich hab doch deshalb so dringend darauf bestanden, mich diesen Freitag mit ihm zu treffen, weil es noch in der ""ungefährlichen"" Zeit ist... ich meine... falls sich was ergibt...";was;n;indefinite pronoun;;;;n;9;"[['Und', 'KON', 'und'], ['vielleicht', 'ADV', 'vielleicht'], ['""', '$(', '""'], ['ergibt', 'VVFIN', 'ergeben'], ['sich', 'PRF', 'sich'], ['""', '$(', '""'], ['ja', 'ADV', 'ja'], ['auch', 'ADV', 'auch'], ['von', 'APPR', 'von'], ['alleine', 'ADV', 'alleine'], ['was', 'PIS', 'was'], ['.', '$.', '.']]";[['Ich', 'PPER', 'ich'], ['hab', 'VAIMP', 'haben'], ['keine', 'PIAT', 'keine'], ['Lust', 'NN', 'Lust'], ['mehr', 'ADV', 'mehr'], ['.', '$.', '.']];PIS;ergeben;NA;
Belletristik;Merian, Svende: Der Tod des Märchenprinzen, Hamburg: Buntbuch-Verl. 1980 [1980], S. 213;Nur Wein, aber könnte man ja noch kaufen, meint er.;Aber da ist noch was.;Die Diskussion ist noch nicht zu Ende und er würde da gern noch wieder hin.;was;n;indefinite pronoun;;;;n;5;[['Aber', 'KON', 'aber'], ['da', 'ADV', 'da'], ['ist', 'VAFIN', 'sein'], ['noch', 'ADV', 'noch'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Nur', 'ADV', 'nur'], ['Wein', 'NN', 'Wein'], [',', '$,', ','], ['aber', 'KON', 'aber'], ['könnte', 'VMFIN', 'können'], ['man', 'PIS', 'man'], ['ja', 'ADV', 'ja'], ['noch', 'ADV', 'noch'], ['kaufen', 'VVINF', 'kaufen'], [',', '$,', ','], ['meint', 'VVFIN', 'meinen'], ['er', 'PPER', 'er'], ['.', '$.', '.']];PIS;sein;NA;
Belletristik;Merian, Svende: Der Tod des Märchenprinzen, Hamburg: Buntbuch-Verl. 1980 [1980], S. 256;Arne setzt sich mit seiner Tasse neben mich, schenkt sich Tee ein.;Keiner von uns sagt was.;"""Schöner Spruch, den ihr da angemalt habt.";was;n;indefinite pronoun;;;;y, indefpron;5;[['Keiner', 'PIS', 'keine'], ['von', 'APPR', 'von'], ['uns', 'PPER', 'wir'], ['sagt', 'VVFIN', 'sagen'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Arne', 'NE', 'Arne'], ['setzt', 'VVFIN', 'setzen'], ['sich', 'PRF', 'sich'], ['mit', 'APPR', 'mit'], ['seiner', 'PPOSAT', 'sein'], ['Tasse', 'NN', 'Tasse'], ['neben', 'APPR', 'neben'], ['mich', 'PPER', 'ich'], [',', '$,', ','], ['schenkt', 'VVFIN', 'schenken'], ['sich', 'PRF', 'sich'], ['Tee', 'NN', 'Tee'], ['ein', 'PTKVZ', 'ein'], ['.', '$.', '.']];PIS;sagen;NA;
Belletristik;Merian, Svende: Der Tod des Märchenprinzen, Hamburg: Buntbuch-Verl. 1980 [1980], S. 257;Daß Arne mitkriegt, daß sich zwischen Sabine und mir was abspielt.;Und er weiß nicht genau, was.;Ich möchte zu gerne wissen, was sich in seinem Kopf abspielt, wenn er sagt, das mache ihm nichts aus.;was;y;;wissen;-1;m, bef;y, nicht;6;[['Und', 'KON', 'und'], ['er', 'PPER', 'er'], ['weiß', 'VVFIN', 'wissen'], ['nicht', 'PTKNEG', 'nicht'], ['genau', 'ADJD', 'genau'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['.', '$.', '.']];[['Daß', 'KOUS', 'dass'], ['Arne', 'NE', 'Arne'], ['mitkriegt', 'VVFIN', 'mitkriegen'], [',', '$,', ','], ['daß', 'KOUS', 'dass'], ['sich', 'PRF', 'sich'], ['zwischen', 'APPR', 'zwischen'], ['Sabine', 'NE', 'Sabine'], ['und', 'KON', 'und'], ['mir', 'PPER', 'ich'], ['was', 'PWS', 'was'], ['abspielt', 'VVFIN', 'abspielen'], ['.', '$.', '.']];PRELS;wissen;y;
Zeitung;Der Spiegel, 11.10.1982;"Der ""Onkel"" hat, wie oft, alttestamentarische Verwünschungen hören lassen, diesen Raum werde er niemals mehr betreten.";Ihm sage ja keiner was.;Er wisse von nichts.;was;n;indefinite pronoun;;;;y, indefpron;5;[['Ihm', 'PPER', 'er|es'], ['sage', 'VVFIN', 'sagen'], ['ja', 'ADV', 'ja'], ['keiner', 'PIAT', 'keine'], ['was', 'PIS', 'was'], ['.', '$.', '.']];"[['Der', 'ART', 'die'], ['""', '$(', '""'], ['Onkel', 'NN', 'Onkel'], ['""', '$(', '""'], ['hat', 'VAFIN', 'haben'], [',', '$,', ','], ['wie', 'KOUS', 'wie'], ['oft', 'ADV', 'oft'], [',', '$,', ','], ['alttestamentarische', 'ADJA', 'alttestamentarisch'], ['Verwünschungen', 'NN', 'Verwünschung'], ['hören', 'VVINF', 'hören'], ['lassen', 'VVFIN', 'lassen'], [',', '$,', ','], ['diesen', 'PDAT', 'dies'], ['Raum', 'NN', 'Raum'], ['werde', 'VAFIN', 'werden'], ['er', 'PPER', 'er'], ['niemals', 'ADV', 'niemals'], ['mehr', 'ADV', 'mehr'], ['betreten', 'VVPP', 'betreten'], ['.', '$.', '.']]";PIS;sagen;NA;
Belletristik;Brückner, Christine: Wenn du geredet hättest, Desdemona, Frankfurt a. M.: Ullstein 1986 [1983], S. 13;Sie sind gekränkt, weil die Marodeure Ihnen alles zerschlagen und weggenommen haben.;Wenn Krieg ist, passiert so was.;Ich hab die Kerle rausgeworfen.;was;n;indefinite pronoun;;;;n;6;[['Wenn', 'KOUS', 'wenn'], ['Krieg', 'NN', 'Krieg'], ['ist', 'VAFIN', 'sein'], [',', '$,', ','], ['passiert', 'VVFIN', 'passieren'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Sie', 'PPER', 'Sie'], ['sind', 'VAFIN', 'sein'], ['gekränkt', 'VVPP', 'kränken'], [',', '$,', ','], ['weil', 'KOUS', 'weil'], ['die', 'ART', 'die'], ['Marodeure', 'NN', 'Marodeur'], ['Ihnen', 'PPER', 'Sie'], ['alles', 'PIS', 'alle'], ['zerschlagen', 'VVINF', 'zerschlagen'], ['und', 'KON', 'und'], ['weggenommen', 'VVPP', 'wegnehmen'], ['haben', 'VAFIN', 'haben'], ['.', '$.', '.']];PIS;passieren;NA;
Wissenschaft;Sloterdijk, Peter: Kritik der zynischen Vernunft Bd. 1, Frankfurt: Suhrkamp 1983, S. 200;Erst recht wartet man auf etwas, das dem Gefühl besserer Tage entspräche, daß etwas geschehen müßte.;Und nicht wenige möchten hinzusetzen: egal was.;Man fühlt katastrophal und katastrophil, man fühlt zartbitter und privat, wenn es noch gelingt, den Nahbereich vom Schlimmsten freizuhalten.;was;n;frozen expression;;;;n;7;[['Und', 'KON', 'und'], ['nicht', 'PTKNEG', 'nicht'], ['wenige', 'PIS', 'wenige'], ['möchten', 'VVFIN', 'mögen'], ['hinzusetzen', 'VVIZU', 'hinsetzen'], [':', '$.', ':'], ['egal', 'ADJD', 'egal'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Erst', 'ADV', 'erst'], ['recht', 'ADJD', 'recht'], ['wartet', 'VVFIN', 'warten'], ['man', 'PIS', 'man'], ['auf', 'APPR', 'auf'], ['etwas', 'PIS', 'etwas'], [',', '$,', ','], ['das', 'PRELS', 'die'], ['dem', 'ART', 'die'], ['Gefühl', 'NN', 'Gefühl'], ['besserer', 'ADJA', 'gut'], ['Tage', 'NN', 'Tag'], ['entspräche', 'VVFIN', 'entsprechen'], [',', '$,', ','], ['daß', 'KOUS', 'dass'], ['etwas', 'ADV', 'etwas'], ['geschehen', 'VVINF', 'geschehen'], ['müßte', 'VMFIN', 'müssen'], ['.', '$.', '.']];PIS;hinsetzen;NA;
Belletristik;Arjouni, Jakob: Happy birthday, Türke!, Zürich: Diogenes 1987 [1985], S. 127;Es wäre kein Unfall gewesen.;Ein Auto hätte das andere abgedrängt, oder so was.;Vollkommener Blödsinn.;was;n;indefinite pronoun;;;;n;9;[['Ein', 'ART', 'eine'], ['Auto', 'NN', 'Auto'], ['hätte', 'VAFIN', 'haben'], ['das', 'ART', 'die'], ['andere', 'PIS', 'andere'], ['abgedrängt', 'VVPP', 'abdrängen'], [',', '$,', ','], ['oder', 'KON', 'oder'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Es', 'PPER', 'es'], ['wäre', 'VAFIN', 'sein'], ['kein', 'PIAT', 'keine'], ['Unfall', 'NN', 'Unfall'], ['gewesen', 'VAPP', 'sein'], ['.', '$.', '.']];PIS;abdrängen;NA;
Belletristik;Arjouni, Jakob: Happy birthday, Türke!, Zürich: Diogenes 1987 [1985], S. 130;Muß aber mit Batterie sein. «;»Ich werds versuchen, irgendwo haben wir so was.;Ich frage meine Frau. «;was;n;indefinite pronoun;;;;n;8;[['»', 'NN', '<unknown>'], ['Ich', 'PPER', 'ich'], ['werds', 'NN', '<unknown>'], ['versuchen', 'VVFIN', 'versuchen'], [',', '$,', ','], ['irgendwo', 'ADV', 'irgendwo'], ['haben', 'VAFIN', 'haben'], ['wir', 'PPER', 'wir'], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Muß', 'VMFIN', 'müssen'], ['aber', 'ADV', 'aber'], ['mit', 'APPR', 'mit'], ['Batterie', 'NN', 'Batterie'], ['sein', 'VAINF', 'sein'], ['.', '$.', '.'], ['«', 'NN', '<unknown>']];PIS;haben;NA;
Gebrauchsliteratur;Schröter, Heinz: Ich, der Rentnerkönig, Genf: Ariston 1985, S. 23;Ein Rentner vom Typ eines Privatgelehrten!;Aber das sei ja auch was.;Ihm mache es Spaß zu leben, und Langeweile komme bei ihm nicht auf.;was;n;indefinite pronoun;;;;n;6;[['Aber', 'KON', 'aber'], ['das', 'PDS', 'die'], ['sei', 'VAFIN', 'sein'], ['ja', 'ADV', 'ja'], ['auch', 'ADV', 'auch'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Ein', 'ART', 'eine'], ['Rentner', 'NN', 'Rentner'], ['vom', 'APPRART', 'von'], ['Typ', 'NN', 'Typ'], ['eines', 'ART', 'eine'], ['Privatgelehrten', 'NN', 'Privatgelehrte'], ['!', '$.', '!']];PIS;sein;NA;
Gebrauchsliteratur;Ketman, Per u. Wissmach, Andreas: DDR - ein Reisebuch in den Alltag, Reinbek bei Hamburg: Rowohlt 1986, S. 329;Manchmal würden wir aber ganz gerne mit den Akteuren von damals diskutieren.;Leider ist es nicht möglich, die Burschenschaftler von 1817 zu fragen, was sie von den westdeutschen Burschenschaftlern von 1986 halten, und ob sie nun mehr der SED- oder der CDU-Einheit zuneigen oder wem oder was.;Auch die Minnesänger, Walther von der Vogelweide & Co., die hier einst zum «Sängerkrieg» antraten, sind nicht ans Mikro für ein Minne-Potpourri zu kriegen.;was;y;;fragen;-3;s;y, nicht;35;[['Leider', 'ADV', 'leider'], ['ist', 'VAFIN', 'sein'], ['es', 'PPER', 'es'], ['nicht', 'PTKNEG', 'nicht'], ['möglich', 'ADJD', 'möglich'], [',', '$,', ','], ['die', 'ART', 'die'], ['Burschenschaftler', 'NN', '<unknown>'], ['von', 'APPR', 'von'], ['1817', 'CARD', '@card@'], ['zu', 'PTKZU', 'zu'], ['fragen', 'VVINF', 'fragen'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['sie', 'PPER', 'sie'], ['von', 'APPR', 'von'], ['den', 'ART', 'die'], ['westdeutschen', 'ADJA', 'westdeutsch'], ['Burschenschaftlern', 'NN', '<unknown>'], ['von', 'APPR', 'von'], ['1986', 'CARD', '1986'], ['halten', 'VVINF', 'halten'], [',', '$,', ','], ['und', 'KON', 'und'], ['ob', 'KOUS', 'ob'], ['sie', 'PPER', 'sie'], ['nun', 'ADV', 'nun'], ['mehr', 'ADV', 'mehr'], ['der', 'ART', 'die'], ['SED-', 'TRUNC', 'SED-'], ['oder', 'KON', 'oder'], ['der', 'ART', 'die'], ['CDU-Einheit', 'NN', '<unknown>'], ['zuneigen', 'VVINF', 'zuneigen'], ['oder', 'KON', 'oder'], ['wem', 'PWS', 'wer'], ['oder', 'KON', 'oder'], ['was', 'PWS', 'was'], ['.', '$.', '.']];[['Manchmal', 'ADV', 'manchmal'], ['würden', 'VAFIN', 'werden'], ['wir', 'PPER', 'wir'], ['aber', 'ADV', 'aber'], ['ganz', 'ADV', 'ganz'], ['gerne', 'ADV', 'gerne'], ['mit', 'APPR', 'mit'], ['den', 'ART', 'die'], ['Akteuren', 'NN', 'Akteur'], ['von', 'APPR', 'von'], ['damals', 'ADV', 'damals'], ['diskutieren', 'VVINF', 'diskutieren'], ['.', '$.', '.']];PWS;zuneigen;n;
Zeitung;Der Spiegel, 09.05.1988;Amerika war für mich irgend etwas Großes, etwas Interessantes, von dem man lernen kann, was wichtig ist.;Demokratie, so was.;"""Vor allem aber fühlte ich mich eigentlich dazu verpflichtet, Theologie zu machen.";was;n;indefinite pronoun;;;;n;3;[['Demokratie', 'NN', 'Demokratie'], [',', '$,', ','], ['so', 'ADV', 'so'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Amerika', 'NE', 'Amerika'], ['war', 'VAFIN', 'sein'], ['für', 'APPR', 'für'], ['mich', 'PPER', 'ich'], ['irgend', 'ADV', 'irgend'], ['etwas', 'PIAT', 'etwas'], ['Großes', 'NN', 'Große'], [',', '$,', ','], ['etwas', 'PIAT', 'etwas'], ['Interessantes', 'NN', 'Interessante'], [',', '$,', ','], ['von', 'APPR', 'von'], ['dem', 'ART', 'die'], ['man', 'PIS', 'man'], ['lernen', 'VVINF', 'lernen'], ['kann', 'VMFIN', 'können'], [',', '$,', ','], ['was', 'PRELS', 'was'], ['wichtig', 'ADJD', 'wichtig'], ['ist', 'VAFIN', 'sein'], ['.', '$.', '.']];PIS;sein;NA;
Belletristik;Scherzer, Landolf: Der Erste, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1988], S. 121;Aber das macht er nicht.;Wenn ein Handwerker zum GHG fährt und kommt dort mit einer Stiege Pfirsiche raus, da ist das seine Sache, da sagt keiner was.;Doch wehe, der 1. Kreissekretär würde mit einer Stiege aus dem GHG kommen, das wäre wie ein Lauffeuer rum in der Stadt...;was;n;indefinite pronoun;;;;y, indefpron;23;[['Wenn', 'KOUS', 'wenn'], ['ein', 'ART', 'eine'], ['Handwerker', 'NN', 'Handwerker'], ['zum', 'APPRART', 'zu'], ['GHG', 'NE', '<unknown>'], ['fährt', 'VVFIN', 'fahren'], ['und', 'KON', 'und'], ['kommt', 'VVFIN', 'kommen'], ['dort', 'ADV', 'dort'], ['mit', 'APPR', 'mit'], ['einer', 'ART', 'eine'], ['Stiege', 'NN', 'Stiege'], ['Pfirsiche', 'NN', 'Pfirsich'], ['raus', 'PTKVZ', 'raus'], [',', '$,', ','], ['da', 'KOUS', 'da'], ['ist', 'VAFIN', 'sein'], ['das', 'PDS', 'die'], ['seine', 'PPOSAT', 'sein'], ['Sache', 'NN', 'Sache'], [',', '$,', ','], ['da', 'ADV', 'da'], ['sagt', 'VVFIN', 'sagen'], ['keiner', 'PIS', 'keine'], ['was', 'PIS', 'was'], ['.', '$.', '.']];[['Aber', 'KON', 'aber'], ['das', 'PDS', 'die'], ['macht', 'VVFIN', 'machen'], ['er', 'PPER', 'er'], ['nicht', 'PTKNEG', 'nicht'], ['.', '$.', '.']];PIS;sagen;NA;
Zeitung;Der Spiegel, 04.12.1989;Mittlerweile erscheint diese zugemauerte, unter Hypnose stehende Welt fast schon entrückt und seltsam unwirklich:;"""Eingesperrt, die Gesichter, gelblich, winterlich, die Kinnladen, die Augen, eingesperrt, für die Arbeit, für den Frieden, für sonst was.";Die ostdeutsche Revolution hat diese Prosa überholt, keineswegs erledigt.;was;n;indefinite pronoun;;;;n;19;"[['""', '$(', '""'], ['Eingesperrt', 'VVPP', 'einsperren'], [',', '$,', ','], ['die', 'ART', 'die'], ['Gesichter', 'NN', 'Gesicht'], [',', '$,', ','], ['gelblich', 'ADJD', 'gelblich'], [',', '$,', ','], ['winterlich', 'ADJD', 'winterlich'], [',', '$,', ','], ['die', 'ART', 'die'], ['Kinnladen', 'NN', 'Kinnladen'], [',', '$,', ','], ['die', 'ART', 'die'], ['Augen', 'NN', 'Auge'], [',', '$,', ','], ['eingesperrt', 'VVPP', 'einsperren'], [',', '$,', ','], ['für', 'APPR', 'für'], ['die', 'ART', 'die'], ['Arbeit', 'NN', 'Arbeit'], [',', '$,', ','], ['für', 'APPR', 'für'], ['den', 'ART', 'die'], ['Frieden', 'NN', 'Frieden'], [',', '$,', ','], ['für', 'APPR', 'für'], ['sonst', 'ADV', 'sonst'], ['was', 'PIS', 'was'], ['.', '$.', '.']]";[['Mittlerweile', 'ADV', 'mittlerweile'], ['erscheint', 'VVFIN', 'erscheinen'], ['diese', 'PDAT', 'dies'], ['zugemauerte', 'ADJA', 'zugemauert'], [',', '$,', ','], ['unter', 'APPR', 'unter'], ['Hypnose', 'NN', 'Hypnose'], ['stehende', 'ADJA', 'stehend'], ['Welt', 'NN', 'Welt'], ['fast', 'ADV', 'fast'], ['schon', 'ADV', 'schon'], ['entrückt', 'ADJD', 'entrückt'], ['und', 'KON', 'und'], ['seltsam', 'ADJD', 'seltsam'], ['unwirklich', 'ADJD', 'unwirklich'], [':', '$.', ':']];PIS;einsperren;NA;
